Longitude,Latitude,Name,Description,House,Address,Tags,Category
103.8502464,1.285573967,Dome - UOB Plaza 1,UOB Plaza 1,80,Raffles place,Restaurants,Eats
103.742586,1.334025287,Earle Swensen - Westgate,,3,Gateway Drive,Restaurants,Eats
103.8215893,1.263895802,Earle Swensen - Vivo City,Vivo City,1,Harbourfront Walk,Restaurants,Eats
103.8483992,1.369248913,Fish & Co - AMK HUB,AMK Hub,53,Ang Mo Kio Avenue 3,Restaurants,Eats
103.988751,1.35519094,Fish & Co - Changi Airport Terminal 2,Changi Airport Terminal 2,60,"Airport Boulevard, Changi Airport Terminal 2",Restaurants,Eats
103.7642482,1.314853218,Fish & Co - Clementi Mall,Clementi Mall,3155,Commonwealth Avenue West,Restaurants,Eats
103.7064609,1.339830153,Fish & Co - Jurong Point,Jurong Point,1,Jurong West Central 2,Restaurants,Eats
103.8215893,1.263895802,Fish & Co - Vivo City,Vivo City,20,Keppel Bay Drive,Restaurants,Eats
103.8717045,1.350438172,Fish & Co - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.8436568,1.320211,Fish & Co - Novena Square,Novena Square,250,Thomson Road,Restaurants,Eats
103.8352403,1.303723214,Fish & Co - Paragon,Paragon,290,Orchard Road,Restaurants,Eats
103.8194621,1.448226532,Fish & Co - Sun Plaza,Sun Plaza,30,Sembwang Road,Restaurants,Eats
103.9450195,1.35431556,Fish & Co - Tampines One,Tampines One,10,Tampines Central 1,Restaurants,Eats
103.8535181,1.299660159,Fish & Co - Bugis +,Bugis Junction,201,Victoria Street,Restaurants,Eats
103.8760677,1.391393058,Fish & Co - Seletar Mall,The Seletar Mall,33,Sengkang West Avenue,Restaurants,Eats
103.9019882,1.406536107,Fish & Co - Waterway Point,Waterway point,83,Punggol Central,Restaurants,Eats
103.9050439,1.305223056,Formosa Delight - 112 Katong,112 Katong,112,East Coast Road,Restaurants,Eats
103.8376844,1.301385095,Formosa Delight - 313 @ Somerset,313 @ Somerset,313,Orchard Road,Restaurants,Eats
103.8554112,1.299113161,Formosa Delight - Bugis Junction,Bugis Junction,200,Victoria Stree,Restaurants,Eats
103.7856887,1.436007845,Formosa Delight - Causeway Point,Causeway Point,1,Woodlands Square,Restaurants,Eats
103.9437277,1.352278032,Formosa Delight - Century Square,Century Square,2,Tampines Central 5,Restaurants,Eats
103.9530245,1.342706186,Formosa Delight - East Point Mall,Food Junction,3,Simei Street 6,Restaurants,Eats
103.8717045,1.350438172,Formosa Delight - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.9051136,1.301191307,Formosa Delight - Parkway Parade,Parkway Parade,80,Marine Parade Road,Restaurants,Eats
103.8527683,1.293760279,Formosa Delight - Raffles City Shopping Centre,Raffles City Shopping Centre,252,North Bridge Road,Restaurants,Eats
103.8576755,1.294879041,Formosa Delight - Suntec City,Suntec City,3,Temasek Boulevard,Restaurants,Eats
103.8896375,1.334345263,Formosa Delight - Tai Seng,BreadTalk IHQ,30,Tai Seng Street,Restaurants,Eats
103.8215893,1.263895802,Formosa Delight - Vivo City,Vivo City,1,Harbourfront Walk,Restaurants,Eats
103.8331896,1.303698902,Formosa Delight - Wisma Atria,Wisma Atria,435,Orchard Road,Restaurants,Eats
103.7686936,1.292934363,Formosa Delight - ?????? (Restaurant),,20,Clementi Road,Restaurants,Eats
103.7856887,1.436007845,A-ONE Claypot House - Causeway Point,Causeway Point,1,Woodlands Square,Restaurants,Eats
103.8446971,1.284998828,A-ONE Claypot House - Chinatown point,Chinatown point,133,New Bridge Road,Restaurants,Eats
103.8484776,1.350239427,A-ONE Claypot House - Junction 8,Junction 8,9,Bishan Place,Restaurants,Eats
103.7064609,1.339830153,A-ONE Claypot House - Jurong Point 1,Jurong Point 1,1,Jurong West Central,Restaurants,Eats
103.8717045,1.350438172,A-ONE Claypot House - Nex,Nex,23,Serangoon Central,Restaurants,Eats
103.8576755,1.294879041,A-ONE Claypot House - Suntect City Mall,Suntect City Mall,3,Temaske Boulevard,Restaurants,Eats
103.9450195,1.35431556,A-ONE Claypot House - Tampines One,Tampines One,10,Tampines Central,Restaurants,Eats
103.8760677,1.391393058,A-ONE Claypot House - The Seletar Mall,The Seletar Mall,33,Sengkang West Ave,Restaurants,Eats
103.8215893,1.263895802,A-ONE Claypot House - Vivo City,Vivo City,1,Harbourfront Walk,Restaurants,Eats
103.8727507,1.303843268,A-ONE Claypot House - Kallang Wave Mall,Kallang Wave Mall,1,Stadium Place,Restaurants,Eats
103.9292677,1.324772068,A-ONE Claypot House - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Restaurants,Eats
103.89498,1.39209415,A-ONE Claypot House - Compass One,Compass One,1,Sengkang West Avenue,Restaurants,Eats
103.7627412,1.378349713,A-ONE Claypot House - Hillion Mall,Hillion Mall,17,Petir Road,Restaurants,Eats
103.8357765,1.42969848,A-ONE Claypot House - Northpoint City,North Point Shopping Centre,930,Yishun Ave 2,Restaurants,Eats
103.7882145,1.306848818,A-ONE Claypot House - The Star Vista,The Star Vista,1,Vista Exchange Green,Restaurants,Eats
103.8269351,1.286463453,A-ONE  Claypot House - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Restaurants,Eats
103.9050439,1.305223056,Canton Paradise - 112 Katong,112 Katong,112,East Coast Road,Restaurants,Eats
103.801127,1.273676578,Canton Paradise - Alexandra Retail Centre,PSA Building,460,Alexander Road,Restaurants,Eats
103.8483992,1.369248913,Canton Paradise - AMK Hub,AMK Hub,53,Ang Mo Kio Aveune 3,Restaurants,Eats
103.9292677,1.324772068,Canton Paradise - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Restaurants,Eats
103.89498,1.39209415,Canton Paradise - Compass One,Compass One,1,Sengkang Square,Restaurants,Eats
103.7401767,1.333268187,Canton Paradise - Jcube,Jcube,2,Jurong East Central 1,Restaurants,Eats
103.7882145,1.306848818,Canton Paradise - The Star Vista,The Star Vista,1,Vista Exchange Green,Restaurants,Eats
103.8614038,1.318176421,McDonald's - Bendemeer,,22,Boon Keng Road,Fastfood,Eats
103.8466134,1.361097524,McDonald's - Bishan Park,,1378,Ang Mo Kio Avenue 1,Fastfood,Eats
103.848714,1.287242313,McDonald's - Boat Quay,Boat Quay Conservation Area,1,South Canal Road,Fastfood,Eats
103.9533713,1.343203414,NTUC Foodfare - Simei MRT,Simei MRT Station,30,Simei Street 3,Supermarkets,Eats
103.9535991,1.377140734,NTUC Foodfare - Downtown East,E! Avenue @ Downtown East,,1 Pasir Ris Close,Supermarkets,Eats
103.9834828,1.338008134,NTUC Foodfare - Changi Airport Terminal 4,Changi Airport Terminal 4,,10 Airport Boulevard,Supermarkets,Eats
103.8014895,1.440415298,NTUC Foodfare - Admiralty,,678A,Woodlands Ave 6,Supermarkets,Eats
103.7501283,1.366798836,NTUC Foodfare - Bukit Batok Drive Centre,Bukit Batok Driving Centre,815,Bukit Batok West Ave 5,Supermarkets,Eats
103.7742773,1.30132731,NUS - Frontier,National University of Singapore Faculty of Science,21,Lower Kent Ridge Road,Restaurants,Eats
103.7802084,1.296779234,NUS - Platypus Food Bar S16,National University of Singapore Faculty of Science,3,Blk S16  3 Science Drive 2,Restaurants,Eats
103.7742773,1.30132731,NUS - TechnoEdge,National University of Singapore Faculty of Engineering,21,Lower Kent Ridge Road,Restaurants,Eats
103.7742773,1.30132731,NUS - The Deck,National University of Singapore Faculty of Arts & Social Sciences,21,Lower Kent Ridge Road,Restaurants,Eats
103.7702087,1.295329402,NUS- Humble Origins,National University of Singapore Ventus University Campus Infrastructure,8,Kent Ridge Drive,Restaurants,Eats
103.7734922,1.303995508,NUS- Hwang's @ Utown,,1,CREATE WAY,Restaurants,Eats
103.7742773,1.30132731,NUS- Indonesian Express,National University of Singapore The Deck,21,Lower Kent Ridge Road,Restaurants,Eats
103.7742773,1.30132731,NUS- Liang Ban Kung Fu,National University of Singapore The Deck,21,Lower Kent Ridge Road,Restaurants,Eats
103.7702087,1.295329402,NUS- Reedz,National University of Singapore Mochtar Riady Building  Business School,15,Kent Ridge Drive,Restaurants,Eats
103.7813045,1.290799469,NUS- Route 77,,27,Prince George’s Park Residences,Restaurants,Eats
103.7734922,1.303995508,NUS- Spice Table,Town Plaza University Town,1,Create Way,Restaurants,Eats
103.7742773,1.30132731,NUS- Spinelli Uhall,National University of Singapore  University Hall,21,Lower Kent Ridge Road,Restaurants,Eats
103.7449504,1.385068357,Pizza Hut - Lot 1,Lot One,21,Choa Chu Kang Avenue 4,Fastfood,Eats
103.8570073,1.291455259,Pizza Hut - Marina Square,Marina Square,,No. 6 Raffles Boulevard,Fastfood,Eats
103.8717045,1.350438172,Pizza Hut - NEX,NEX,23,Serangoon Central,Fastfood,Eats
103.8357765,1.42969848,Pizza Hut - North Point Shopping Centre,North Point Shopping Centre,930,Yishun Avenue 2,Fastfood,Eats
103.7723962,1.304776877,Pizza Hut - NUS (EXP),University Town Edusports National University of Singapore (NUS,2,College Avenue West,Fastfood,Eats
103.7709914,1.294490839,Pizza Hut - NUS 2 (EXP),NUS The Deck,5,Arts Link,Fastfood,Eats
103.9535991,1.377140734,"PastaMania - EHUB,Downtown East","EHUB,Downtown East",1,Pasir Ris Close,Restaurants,Eats
103.6780964,1.324606646,PastaMania - FairPrice Hub,FairPrice Hub,1,Joo Koon Circle,Restaurants,Eats
103.8186256,1.262063364,PastaMania - Harbourfront Centre,Harbourfront Centre,1,Maritime Square,Restaurants,Eats
103.8399342,1.288231009,Rice Garden - Jalan Kukoh,,1,Jalan Kukoh,Restaurants,Eats
103.7627412,1.378349713,PastaMania - Hillion,Hillion Mall,17,Petir Road,Restaurants,Eats
103.7431704,1.33320021,PastaMania - JEM,JEM,52,Jurong Gateway Road,Restaurants,Eats
103.7288353,1.346215609,PastaMania - Jurong East Sports & Recreation Centre,Jurong East Sports & Recreation Centre,21,Jurong East Street 31,Restaurants,Eats
103.8761527,1.302221771,PastaMania - Leisure Park Kallang (Closed for Renovation),Kallang Leisure Park,5,Stadium Walk,Restaurants,Eats
103.7449504,1.385068357,PastaMania - Lot One,Lot One,21,Choa Chu Kang Avenue 4,Restaurants,Eats
103.7990648,1.274827483,PastaMania - Mapletree Business City,Mapletree Business City,20,Pasir Panjang Road,Restaurants,Eats
103.8717045,1.350438172,PastaMania - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.8357765,1.42969848,PastaMania - Northpoint,North Point Shopping Centre,930,Yishun Avenue 2,Restaurants,Eats
103.8857842,1.395501587,PastaMania - Seng Kang Sports & Recreation Centre,Sengkang Sports & Recreation Centre,57,Anchorvale Road,Restaurants,Eats
103.8501058,1.296656785,PastaMania - SMU,Singapore Management University (SMU),70,Stamford Road,Restaurants,Eats
103.944388,1.352672316,PastaMania - Tampines Mall,Tampines Mall,4,Tampines Central 5,Restaurants,Eats
103.922103,1.32365172,PastaMaina - Viva Business Park,Viva Business Park,750,Chai Chee Road,Restaurants,Eats
103.749022,1.35018916,PastaMania - West Mall,West Mall,1,Bukit Batok Central Link,Restaurants,Eats
103.7233453,1.315992173,PastaMania - Commonwealth Capital Building,Commonwealth Capital Building,7,Buroh Lane,Restaurants,Eats
103.988751,1.35519094,Penang Culture - Changi Airport Terminal 2,Changi Airport Terminal 2,60,Airport Boulevard Terminal departure viewing mall,Restaurants,Eats
103.9606162,1.408455724,Penang Culture - JEM,JEM,50,Jurong Gateway Road,Restaurants,Eats
103.89498,1.39209415,Penang Culture - Compass One,Compass One,1,Sengkang Square,Restaurants,Eats
103.7856887,1.436007845,Penang Culture - Causeway Point,Causeway Point,1,Woodlands Square,Restaurants,Eats
103.9497157,1.372449816,Penang Culture - White Sands,White Sands Shopping Centre,1,Pasir Ris Central Street 3,Restaurants,Eats
103.8717045,1.350438172,Penang Culture - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.8449013,1.286728526,Pizza Hut - Havelock II (DEL),,2,Havelock Road,Fastfood,Eats
103.7963991,1.312240293,Pizza Hut - Holland Village MRT (EXP),,200,Holland Avenue Holland Vilalge MRT Station,Fastfood,Eats
103.887832,1.379245284,Pizza Hut - Hougang Green (DEL),Hougang Green Shopping Mall,21,Hougang Street 51,Fastfood,Eats
103.8936616,1.372311856,Pizza Hut - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Fastfood,Eats
103.7467345,1.334898437,Pizza Hut - IMM (EXP),IMM Building,2,Jurong East Street 21,Fastfood,Eats
103.706127,1.320768728,Pizza Hut - Jurong Bird Park (EXP),Jurong Bird Park,2,Jurong Hill,Fastfood,Eats
103.8727837,1.395874363,Pizza Hut - Jalan Kayu (DEL),,225,Jalan Kayu,Fastfood,Eats
103.8262925,1.443993547,Pizza Hut - Jalan Malu Malu (DEL),,66,Jalan Malu Malu,Fastfood,Eats
103.7288353,1.346215609,Pizza Hut - Jurong East Swimming Complex (DEL),Jurong East Sports & Recreation Centre,21,Jurong East Street 31,Fastfood,Eats
103.7064609,1.339830153,Pizza Hut - Jurong Point,Jurong Point,1,Jurong West Central 2,Fastfood,Eats
103.7252215,1.325468071,Pizza Hut - Jurong Superbowl (DEL),Jurong Leisure Complex Jurong Superbowl,3,Yuan Ching Road,Fastfood,Eats
103.8696908,1.320539167,Pizza Hut - Kallang Bahru (DEL),,66,Kallang Bahru Stall 7,Fastfood,Eats
103.9007501,1.317846431,Pizza Hut - Kampong Ubi Community Centre (DEL),Kampong Ubi Community Centre,10,Jalan Ubi,Fastfood,Eats
103.9050439,1.305223056,Pizza Hut - Katong 112 (EXP),Katong,112,East Coast Road,Fastfood,Eats
103.7457082,1.377022654,Pizza Hut - Keat Hong (DEL),,184A,Choa Chu Kang Avenue 1 Comfort Garden,Fastfood,Eats
103.8202775,1.251260525,Pizza Hut - Kidzania (EXP),KidZania,31,Beach View,Fastfood,Eats
103.8421844,1.280611449,Pizza Hut - Kreta Ayer Delco (DEL),,29,Kreta Ayer Road,Fastfood,Eats
103.8462025,1.34123727,McDonald's - Toa Payoh Lorong 1,,109,Toa Payoh Lorong 1,Fastfood,Eats
103.751673,1.328228101,McDonald's - Trade Hub 21,Trade Hub 21,28,Boon Lay Way,Fastfood,Eats
103.8434632,1.31733463,McDonald's - United Square,United Square,101,Thomson Road,Fastfood,Eats
103.8215893,1.263895802,McDonald's - Vivo City,Vivo City,1,Harbourfront Walk,Fastfood,Eats
103.9019882,1.406536107,McDonald's - Water Way Point,Waterway point,83,Punggol Central,Fastfood,Eats
103.7633016,1.297549241,McDonald's - West Coast Park,,71,West Coast Highway,Fastfood,Eats
103.7690986,1.441088681,McDonald's - Woodlands,Woodlands Point,268,Woodlands Centre Road,Fastfood,Eats
103.7866196,1.435077886,McDonald's - Woodlands Civic Centre,Woodlands Civic Centre,900,South Woodlands Drive,Fastfood,Eats
103.798141,1.445622899,McDonald's - Woodlands Mart,Woodlands Mart,768,Woodlands Avenue 6,Fastfood,Eats
103.8409019,1.424298415,McDonald's - Yishun Safra,Safra Yishun Country Club,60,Yishun Ave 4,Fastfood,Eats
103.8260519,1.426907808,McDonald's - Yishun,,369,Sembawang Road,Fastfood,Eats
103.8376052,1.436114246,McDonald's - Yishun Ring Road,,293,Yishun Street 22,Fastfood,Eats
103.8625256,1.307809275,McDonald's - V Hotel Lavender,V Hotel,70,Jellicoe Road,Fastfood,Eats
103.9651188,1.334756758,Munch - Changi Business Park (The Signature),Lan Kwai Fong Food Mall,51,Changi Business Park Central 2,Cafés,Eats
103.8528404,1.279446187,Munch - Downtown Station,,15,Central Boulevard Downtown Line,Cafés,Eats
103.8443196,1.274617939,Munch - Icon Village,,16,Enggor Street,Cafés,Eats
103.8509824,1.284339935,Munch - One Raffles Place,,,One Raffles Place,Cafés,Eats
103.8925506,1.31867575,Munch - Paya Lebar Square,,60,Paya Lebar Road,Cafés,Eats
103.8488164,1.279282324,Munch - Robinson Road (Headquarter),,112,Robinson Road,Cafés,Eats
103.8269351,1.286463453,Munch - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Cafés,Eats
103.8483992,1.369248913,NTUC Foodfare - AMK Hub,AMK Hub,53,Ang Mo Kio Ave 3,Supermarkets,Eats
103.7642482,1.314853218,NTUC Foodfare - Clementi Mall,Clementi Mall,3155,Commonwealth Avenue West,Supermarkets,Eats
103.8521282,1.283856981,NTUC Foodfare - Clifford Centre,Clifford Centre,24,Raffles Place,Supermarkets,Eats
103.6780964,1.324606646,NTUC Foodfare - FairPrice Hub,FairPrice Hub,1,Joo Koon Circle,Supermarkets,Eats
103.8717045,1.350438172,Soup Restaurant - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.8352403,1.303723214,Soup Restaurant - Paragon,Lucky Plaza,290,Orchard road,Restaurants,Eats
103.8576755,1.294879041,Soup Restaurant - Suntec City,Suntec City,3,Temasek Boulevard,Restaurants,Eats
103.8493839,1.331676564,Soup Restaurant - Toa Payoh,Toa Payoh Entertainment Centre,450,Toa Payoh Lorong 6,Restaurants,Eats
103.8434632,1.31733463,Soup Restaurant - United Square,United Square,101,Thomson Road,Restaurants,Eats
103.8215893,1.263895802,Soup Restaurant - Vivo City,Vivo City,1,Harbourfront Walk,Restaurants,Eats
103.80501,1.288614687,Subway - Anchorpoint,Anchorpoint,370,Alexandra Road,Cafés,Eats
103.8459054,1.370973299,Pizza Hut - Ang Mo Kio,,715,Ang Mo Kio Avenue 6,Fastfood,Eats
103.8554554,1.372343579,Pizza Hut - Ang Mo Kio 2 (DEL),,529,Ang Mo Kio Avenue 10,Fastfood,Eats
103.801127,1.273676578,Pizza Hut - ARC (EXP),ARC,460,Alexandra Road Alexandra Retail Centre,Fastfood,Eats
103.8617336,1.301622866,Pizza Hut - Beach Road (DEL),,353,Beach Road,Fastfood,Eats
103.9474373,1.323665725,Pizza Hut - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Fastfood,Eats
103.9253073,1.331313862,Pizza Hut - Bedok North (DEL),,539,Bedok North Street 3,Fastfood,Eats
103.7113802,1.348323225,Pizza Hut - Boon Lay Community Centre (DEL),Boon Lay Community Centre,10,Boon Lay Place,Fastfood,Eats
103.7428079,1.347162358,Pizza Hut - Bukit Batok (DEL),,166,Bukit Batok West Avenue 8E,Fastfood,Eats
103.7517909,1.358611582,Pizza Hut - Bukit Gombak (EXP),,802,Bukit Gombak West Avenue 5 Bukit Gombak,Fastfood,Eats
103.8174661,1.283837301,Pizza Hut - Bukit Merah (DEL),,162,Bukit Merah Central,Fastfood,Eats
103.7639619,1.380517328,Pizza Hut - Bukit Panjang Plaza,Bukit Panjang Plaza,1,Jelebu Road,Fastfood,Eats
103.7785605,1.338656769,Pizza Hut - Bukit Timah Plaza,Bukit Timah Plaza,,Jalan Anak Bukit,Fastfood,Eats
103.7856887,1.436007845,Pizza Hut - Causeway Point,Causeway Point,1,Woodlands Square,Fastfood,Eats
103.7441391,1.385672711,Pizza Hut - Choa Chu Kang MRT Station,Choa Chu Kang MRT Station,10,Choa Chu Kang Avenue 4,Fastfood,Eats
103.7479207,1.39066617,Pizza Hut - Choa Chu Kang Sports Centre (DEL),Choa Chu Kang Sports Centre,1,Choa Chu Kang Street 53,Fastfood,Eats
103.8564218,1.311305165,Pizza Hut - City Square Mall,City Square Mall,180,Kitchener Road,Fastfood,Eats
103.89498,1.39209415,Pizza Hut - Compass One,Compass One,1,Sengkang Square,Fastfood,Eats
103.8111549,1.323026448,Pizza Hut - Crown Centre (DEL),Crown Centre,557,Bukit Timah Road,Fastfood,Eats
103.9535991,1.377140734,Pizza Hut - Downtown East (DEL),NTUC Downtown East Resort,1,Pasir Ris Close,Fastfood,Eats
103.9530245,1.342706186,Pizza Hut - East Point Mall,Eastpoint mall,3,Simei Street 6,Fastfood,Eats
103.768807,1.336413968,Pizza Hut - Eng Kong Terrace (DEL),,3,Eng Kong Terrace,Fastfood,Eats
103.7885329,1.310081174,Pizza Hut - Ghim Moh Delco (DEL),,21,Ghim Moh,Fastfood,Eats
103.7661705,1.385295565,Pizza Hut - GreenRidge (DEL),Greenridge Shopping Centre,524A,Jelapang Road,Fastfood,Eats
103.8186256,1.262063364,Pizza Hut - Harbourfront Centre,Harbourfront Centre,,Maritime Square,Fastfood,Eats
103.8944805,1.314692127,Pizza Hut - OneKM (Fast Casual),OneKM,11,Tanjong Katong Road,Fastfood,Eats
103.7627412,1.378349713,Pizza Hut - Hillion Mall,Hillion Mall,17,Petir Road,Fastfood,Eats
103.8450476,1.300747543,Pizza Hut - Plaza Singapura,Plaza Singapura,68,Orchard Road,Fastfood,Eats
103.9129764,1.394184091,Pizza Hut - Punggol Plaza (DEL),Punggol Plaza,168,Punggol Field,Fastfood,Eats
103.9060319,1.410113282,Pizza Hut - SAFRA Punggol (DEL),Safra Punggol,9,Sentul Crescent,Fastfood,Eats
103.885706,1.362072785,Pizza Hut - Simon Road (DEL),,23,Simon Road,Fastfood,Eats
103.8936616,1.372311856,Pizza Hut - Sun Plaza,Sun Plaza,90,Hougang Ave 10,Fastfood,Eats
103.9396836,1.353496155,Pizza Hut - Tampines Hub (EXP),Our Tampines Hub,51,Tampines Avenue 4,Fastfood,Eats
103.944388,1.352672316,Pizza Hut - Tampines Mall,Tampines Mall,4,Tampines Central 5,Fastfood,Eats
103.9599002,1.354549434,Pizza Hut - Tampines Mart (DEL),Tampines Mart,11,Tampines St 32,Fastfood,Eats
103.9442846,1.34607675,Pizza Hut - Tampines New Town (DEL),,139,Tampines Street 11,Fastfood,Eats
103.895305,1.308171796,Pizza Hut - Tanjong Katong (DEL),,251,Tanjong Katong Road,Fastfood,Eats
103.8454218,1.276516012,Pizza Hut - Tanjong Pagar MRT (EXP),,120,Maxwell Road,Fastfood,Eats
103.8760677,1.391393058,Pizza Hut - The Seletar Mall,The Seletar Mall,33,Sengkang West Avenue,Fastfood,Eats
103.9651188,1.334756758,"Pizza Hut - The Signature, CBP (DEL)",The Signature,51,Changi Business Park Central 2,Fastfood,Eats
103.8309198,1.354669019,Pizza Hut - Thomson Plaza,Thomson Plaza,301,Upper Thomson Road,Fastfood,Eats
103.8479654,1.332975621,Pizza Hut - Toa Payoh,,190,Toa Payoh Lorong 6,Fastfood,Eats
103.8484286,1.336285354,Pizza Hut - Toa Payoh 2 (DEL),,85,Lorong 4 Toa Payoh,Fastfood,Eats
103.7742773,1.30132731,NUS- The Terrace,National University of Singapore School of Computing,21,Lower Kent Ridge Road,Restaurants,Eats
103.7720082,1.301675037,NUS-Alcove,University Cultural Centre,50,Kent Ridge Crescent,Restaurants,Eats
103.7723962,1.304776877,NUS-Flavors@Utown,,2,College Avenue West,Restaurants,Eats
103.7856887,1.436007845,Paradise Dynasty - Causeway Point,Causeway Point,1,Woodlands Square,Restaurants,Eats
103.8313951,1.30403577,Paradise Dynasty - ION,ION Orchard,2,Orchard Turn,Restaurants,Eats
103.7449504,1.385068357,Paradise Dynasty - Lot ONE,Lot One,21,Choa Chu Kang Avenue 4,Restaurants,Eats
103.8944805,1.314692127,Paradise Dynasty - OneKM,OneKM,11,Tanjong Katong Road,Restaurants,Eats
103.9851697,1.354370736,Paradise Dynasty - Terminal 3,Changi Airport terminal 3,65,Airport Boulevard,Restaurants,Eats
103.8215893,1.263895802,Paradise Dynasty - Vivo City,Vivo City,1,Harbourfront Walk,Restaurants,Eats
103.742586,1.334025287,Paradise Dynasty - Westgate,Westgate,3,Gateway Drive,Restaurants,Eats
103.8376844,1.301385095,Paradise Inn - 313 @ Somerset,313 @ Somerset,313,Orchard Road,Restaurants,Eats
103.9323601,1.324961423,Paradise Inn - Bedok Point,Bedok Point,799,Upper Changi Road,Restaurants,Eats
103.8564218,1.311305165,Paradise Inn - City Square Mall,City Square Mall,180,Kitchener Road,Restaurants,Eats
103.9530245,1.342706186,Paradise Inn - Eastpoint mall,Eastpoint Mall,3,Simei Street 6,Restaurants,Eats
103.9897073,1.362491004,Paradise Inn - Marina Bay Link mall,Marina Bay Link Mall,8A,Marina Boulevard,Restaurants,Eats
103.8576755,1.294879041,Paradise Inn - Suntec City,Suntec City Mall,3,Temasek Boulevard,Restaurants,Eats
103.9897073,1.362491004,Paradise Inn - Terminal 1,Changi Airport terminal 1,80,Airport Boulevard viewing gallery,Restaurants,Eats
103.8760677,1.391393058,Paradise Inn - The Seletar Mall,The Seletar Mall,33,Sengkang West Avenue,Restaurants,Eats
103.8309198,1.354669019,Paradise Inn - Thomson Plaza,Thomson Plaza,301,Upper Thomson Road,Restaurants,Eats
103.7652845,1.303582681,Paradise Inn - West Coast Plaza,West Coast Plaza Shopping Mall,154,West coast road,Restaurants,Eats
103.8944805,1.314692127,ParaThai - OneKM,OneKM,11,Tanjong Katong Road,Restaurants,Eats
103.8498318,1.286037369,Pasta Fresca Da Salvatore - Boat Quay,,30,Boat Quay,Restaurants,Eats
103.7956924,1.330817401,Pasta Fresca Da Salvatore - Guthrie House,Guthrie House,1,Fifth Avenue,Restaurants,Eats
103.9255946,1.312963728,Pasta Fresca Da Salvatore - East Coast Road,,9,Upper East Coast Road,Restaurants,Eats
103.8545878,1.36209053,PastaMania - Ang Mo Kio Delivery Hub,Ang Mo Kio Delivery Hub,408,Ang Mo Kio Avenue 10,Restaurants,Eats
103.8484776,1.350239427,PastaMania - Bishan Junction 8,Junction 8,9,Bishan Place,Restaurants,Eats
103.8554112,1.299113161,PastaMania - Bugis Junction,Bugis Junction,200,Victoria Street,Restaurants,Eats
103.8364297,1.301521016,PastaMania - Cathay Cineleisure,Cathay Cineleisure,8,Grange Road,Restaurants,Eats
103.7856887,1.436007845,PastaMania - Causeway Point,Causeway Point,1,Woodlands Square,Restaurants,Eats
103.8564218,1.311305165,PastaMania - City Square Mall,City Square Mall,180,Kitchener Road,Restaurants,Eats
103.8354876,1.316439626,Subway - Balmoral Plaza,Balmoral Plaza,271,Bukit Timah Road,Restaurants,Eats
103.8434707,1.27458821,Subway - 100AM,100AM Shopping Mall,100,Tras Street,Restaurants,Eats
103.8376844,1.301385095,Subway - 313 @ Somerset,313 @ Somerset,313,Orchard Road,Restaurants,Eats
103.8273459,1.319436168,Subway - Alocassia,Alocassia Building,383,Bukit Timah Road,Restaurants,Eats
103.8483992,1.369248913,Subway - AMK Hub,AMK Hub,53,Ang Mo Kio Ave 3,Restaurants,Eats
103.8507952,1.278307291,Subway - Asia Square Tower 2,Asia Square Tower 2,12,Marina View,Restaurants,Eats
103.9323601,1.324961423,Subway - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Restaurants,Eats
103.9216633,1.337860418,Subway - Bedok Reservoir,,744,Bedok Reservoir Road,Restaurants,Eats
103.8628158,1.318838153,Subway - Bendemeer Shopping Mall,Bendemeer Shopping Mall,27,Bendeemer Road,Restaurants,Eats
103.8896375,1.334345263,Subway - Breadtalk IHQ,Breadtalk IHQ,30,Tai Seng Street,Restaurants,Eats
103.8554112,1.299113161,Subway - Bugis Junction,Bugis Junction,200,Victoria Street,Restaurants,Eats
103.8535181,1.299660159,Subway - Bugis+,Bugis+,201,Victoria Street,Restaurants,Eats
103.9292677,1.324772068,Subway - Bukit Batok West,,802,Bukit Batok West Ave 5,Restaurants,Eats
103.8166928,1.283055888,Subway - Bukit Merah Central,,165,Bukit Merah Central,Restaurants,Eats
103.7639619,1.380517328,Subway - Bukit Panjang Plaza,Bukit Panjang Plaza,1,Jelebu Road,Restaurants,Eats
103.7785605,1.338656769,Subway - Bukit Timah Plaza,Bukit Timah Plaza,1,Jalan Anak Bukit,Restaurants,Eats
103.7856887,1.436007845,Subway - Causeway Point,Causeway Point,1,Woodlands Square,Restaurants,Eats
103.8432653,1.288148525,Subway - Central Square,Central Square Village Residences,20,Havelock Road,Restaurants,Eats
103.9623893,1.334325156,Subway - Changi City Point,Changi City Point,5,Changi Business Park Central 1,Restaurants,Eats
